Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
FEYE,"FireEye, Inc.",17.85,3425708186.25,n/a,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FSLR,"First Solar, Inc.",77.95,8165747582.85,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/fslr
FISV,"Fiserv, Inc.",71.47,29386526519.77,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
FIT,"Fitbit, Inc.",5.3,1276906559.8,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/fit
FIVN,"Five9, Inc.",27.97,1612573345.69,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn
FLEX,Flex Ltd.,13.03,6875479132.63,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
FPAY,"FlexShopper, Inc.",4.1045,21731279.3545,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay
FSCT,"ForeScout Technologies, Inc.",32.16,1264954361.28,n/a,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct
FRSX,Foresight Autonomous Holdings Ltd.,3.53,3064396.53,868101,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx
FORM,"FormFactor, Inc.",11.55,853509391.35,n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,34.1201,5961600.3524,174724,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
FTNT,"Fortinet, Inc.",54.93,9229567273.59,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
FSNN,"Fusion Telecommunications International, Inc.",3.055,108696154.58,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsnn
GDI,"Gardner Denver Holdings, Inc.",31.84,6279599360.32,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gdi
GTES,Gates Industrial Corporation plc,15.91,4609852575.55,n/a,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gtes
GDS,GDS Holdings Limited,27.79,946585536.68,34062092,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds
JOB,GEE Group Inc.,2.39,24962515.13,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job
GFN,General Finance Corporation,8.825,235821420.55,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,102.4888,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,25.3501,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl
GIGM,GigaMedia Limited,2.66,29398945.1,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm
GILT,Gilat Satellite Networks Ltd.,8.44,462512953.72,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt
GSB,"GlobalSCAPE, Inc.",3.65,78737183.15,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsb
GLOB,Globant S.A.,44.36,1612196373.56,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/glob
GLUU,Glu Mobile Inc.,4.35,606800587.8,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/gluu
GDDY,GoDaddy Inc.,64.34,10804926254.46,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/gddy
GHM,Graham Corporation,21.95,214408170.7,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ghm
GEC,"Great Elm Capital Group, Inc. ",3.85,97976409.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gec
GSUM,Gridsum Holding Inc.,5.35,84910497.35,15871121,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsum
GRPN,"Groupon, Inc.",4.69,2633586838.75,n/a,2011,Technology,Advertising,https://www.nasdaq.com/symbol/grpn
GVP,"GSE Systems, Inc.",3.2,62162896,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gvp
GSIT,"GSI Technology, Inc.",7.36,156725665.28,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/gsit
GWRE,"Guidewire Software, Inc.",84.99,6791540106.27,n/a,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gwre
HQCL,"Hanwha Q CELLS Co., Ltd. ",7.2,39610980,5501525,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/hqcl
HLIT,Harmonic Inc.,3.55,298546380.6,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/hlit
HHS,"Harte-Hanks, Inc.",9.2,5753459.2,n/a,1993,Technology,Advertising,https://www.nasdaq.com/symbol/hhs
HSTM,"HealthStream, Inc.",23.98,774540858.96,n/a,2000,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/hstm
HSII,"Heidrick & Struggles International, Inc.",37.9,717195457.7,n/a,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/hsii
HPE,Hewlett Packard Enterprise Company,17.35,26948101944.05,n/a,2015,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpe
HIMX,"Himax Technologies, Inc.",6.79,734858804.12,108226628,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/himx
HDP,"Hortonworks, Inc.",16.88,1325995250.48,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hdp
HPQ,HP Inc.,21.61,35385642312.95,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hpq
HMI,Huami Corporation,9.01,535501385.16,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/hmi
HUBS,"HubSpot, Inc.",107.85,4083006546.45,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/hubs
HSON,"Hudson Global, Inc.",1.88,58581832.12,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/hson
ICHR,Ichor Holdings,21.83,573677883.05,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/ichr
ICLK,iClick Interactive Asia Group Limited,7.5,32343750,4312500,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/iclk
INVE,"Identiv, Inc.",3.31,50140124.94,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/inve
IEC,IEC Electronics Corp.,4.34,44351805.4,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/iec
INFO,IHS Markit Ltd.,49.26,19695383243.76,n/a,1996,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/info
ITW,Illinois Tool Works Inc.,142.57,48362060477.36,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itw
IMMR,Immersion Corporation,11.04,325261771.68,n/a,1999,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/immr
IMPV,"Imperva, Inc.",45.35,1578456136.15,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/impv
INFY,Infosys Limited,17.62,38293919455.9,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/infy
INOD,Innodata Inc.,1.15,29759072.1,n/a,1993,Technology,EDP Services,https://www.nasdaq.com/symbol/inod
ISSC,"Innovative Solutions and Support, Inc.",3.57,60120938.43,n/a,2000,Technology,EDP Services,https://www.nasdaq.com/symbol/issc
INOV,"Inovalon Holdings, Inc.",10.75,1634813388,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/inov
IPHI,Inphi Corporation,28.97,1249831272.2,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/iphi
INPX,Inpixon ,0.3731,3484489.4721,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/inpx
NSP,"Insperity, Inc.",76.5,3213550417.5,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/nsp
INSE,"Inspired Entertainment, Inc.",4.9,105245997.5,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inse
INST,"Instructure, Inc.",40.1,1374832670.4,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/inst
IDTI,"Integrated Device Technology, Inc.",28.85,3817937884.75,n/a,1984,Technology,Semiconductors,https://www.nasdaq.com/symbol/idti
INTC,Intel Corporation,52.73,246687624035.65,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/intc
IDN,"Intellicheck, Inc.",2.07,32310512.01,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/idn
INS,Intelligent Systems Corporation,5.15,45206638.2,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ins
LINK,"Interlink Electronics, Inc.",5.261,38628776.758,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/link
IMI,"Intermolecular, Inc.",1.2,59521647.6,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/imi
INAP,Internap Corporation,11.68,247376898.72,n/a,1999,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inap
IBM,International Business Machines Corporation,146.48,134463997462.88,n/a,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/ibm
IIJI,"Internet Initiative Japan, Inc.",9.8944,16327422.2592,1650168,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/iiji
IPG,"Interpublic Group of Companies, Inc. (The)",23.89,9225495371.74,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/ipg
INTX,"Intersections, Inc.",1.79,43432533.15,n/a,2004,Technology,EDP Services,https://www.nasdaq.com/symbol/intx
INXN,InterXion Holding N.V.,64.85,4625555950,n/a,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/inxn
IVAC,"Intevac, Inc.",6.4,143110227.2,n/a,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ivac
INTU,Intuit Inc.,186.59,47787763431.76,n/a,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/intu
IPAS,iPass Inc.,0.3181,23649232.2956,n/a,2003,Technology,EDP Services,https://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,212,11391351480,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
JCOM,"j2 Global, Inc.",80.68,3960243150.8,n/a,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JASO,"JA Solar Holdings, Co., Ltd.",6.88,277168003.36,40286047,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/jaso
JBL,Jabil Inc.,26.67,4568552704.38,n/a,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/jbl
JKHY,"Jack Henry & Associates, Inc.",120.11,9279879365.55,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JT,Jianpu Technology Inc.,5.43,899840812.2,n/a,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jt
JKS,JinkoSolar Holding Company Limited,18.73,609596282.14,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/jks
JMU,JMU Limited,0.73,12709680.33,17410521,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JBT,John Bean Technologies Corporation,109.25,3449807133.5,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/jbt
JNPR,"Juniper Networks, Inc.",24.62,8592955098.58,n/a,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
KAI,Kadant Inc,94.1,1043588666.9,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai
KELYA,"Kelly Services, Inc.",29.98,1152118718.46,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",29,1114457733,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
KTCC,Key Tronic Corporation,7.09,76286131.2,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc
KFRC,"Kforce, Inc.",26.9,706410166.9,n/a,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",15.9,424444919.1,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke
KONE,Kingtone Wirelessinfo Solution Holding Ltd,6.34,4529137.5,714375,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/kone
KOPN,Kopin Corporation,3.33,254826691.56,n/a,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn
KFY,Korn/Ferry International,54.12,3059129049.24,n/a,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KLIC,"Kulicke and Soffa Industries, Inc.",23.52,1660788618.72,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic
KVHI,"KVH Industries, Inc.",10.65,186645446.1,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi
KYO,Kyocera Corporation,63.8,23459778694,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/kyo
LLL,"L3 Technologies, Inc.",197.3,15445625370.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lll
LRCX,Lam Research Corporation,187.26,30719105088.3,n/a,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LTRX,"Lantronix, Inc.",2.51,45624089.28,n/a,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,5.6,695585576,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LFGR,Leaf Group Ltd.,7,171233755,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lfgr
LDOS,"Leidos Holdings, Inc.",65.78,9975799396.42,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos
LTRPA,"Liberty TripAdvisor Holdings, Inc.",9.25,694277250,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",9.75,731805750,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LPTH,"LightPath Technologies, Inc.",2.06,52999640.86,n/a,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LECO,"Lincoln Electric Holdings, Inc.",84.21,5525766221.64,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco
LN,LINE Corporation,36.01,8588270128.1,n/a,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln
LKM,Link Motion Inc.,1.93,188595645.43,n/a,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lkm
LIQT,"LiqTech International, Inc.",0.39,17350581.3,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/liqt
LPSN,"LivePerson, Inc.",16.7,1004179750.8,n/a,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LOGI,Logitech International S.A.,37.41,6139388394.9,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",114.7,6003194063.4,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
LFIN,LongFin Corp,28.189,2101235938.921,n/a,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/lfin
LORL,"Loral Space and Communications, Inc.",39.4,1218750389.4,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LXFT,"Luxoft Holding, Inc.",39.2,1326606478.4,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/lxft
MTSI,"MACOM Technology Solutions Holdings, Inc.",17.01,1095540497.73,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGIC,Magic Software Enterprises Ltd.,8.3,369255197.4,n/a,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
MX,MagnaChip Semiconductor Corporation,9.35,319798592.3,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
MNGA,MagneGas Corporation,0.6214,7059199.0742,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga
MJCO,Majesco,5.15,188198638.75,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco
MAMS,"MAM Software Group, Inc.",7.86,98860187.52,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
MANH,"Manhattan Associates, Inc.",44.05,2943395935.55,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
MNTX,"Manitex International, Inc.",10.31,171789199.66,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MAN,ManpowerGroup,96.9,6410257192.5,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man
MRIN,Marin Software Incorporated,7.5,43109437.5,n/a,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MRVL,Marvell Technology Group Ltd.,20.35,10103775000,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MTCH,"Match Group, Inc.",46.01,12655171690.34,n/a,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,11.74,157907343.8,13450370,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MATR,Mattersight Corporation,2.65,87959923.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/matr
MAXR,Maxar Technologies Ltd.,45.24,2550122430.96,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr
MXIM,"Maxim Integrated Products, Inc.",54.49,15323351840.82,n/a,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXL,"MaxLinear, Inc",22.06,1502081261.14,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl
MGRC,McGrath RentCorp,59.39,1428444657.21,n/a,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,7.45,372016457.75,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MTBC,"Medical Transcription Billing, Corp.",3.4,39661591.6,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",25.384,23589325.816,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MDSO,"Medidata Solutions, Inc.",71.2,4214904364,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MLNX,"Mellanox Technologies, Ltd.",78.65,4102343888.5,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MFGP,Micro Focus Intl PLC,17.52,7638531204.48,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mfgp
MCHP,Microchip Technology Incorporated,84.66,19839483544.26,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",47.52,55112011368.48,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSCC,Microsemi Corporation,64.59,7618785144.9,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mscc
MSFT,Microsoft Corporation,95.82,737794151078.64,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,126.69,1450219669.86,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MCRN,Milacron Holdings Corp.,18.49,1284113729.57,n/a,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mcrn
MIME,Mimecast Limited,37.84,2187593517.12,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MNDO,MIND C.T.I. Ltd.,2.21,42669393.78,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",39.4,1868009790.4,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
MIND,"Mitcham Industries, Inc.",3.3,39895016.7,n/a,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",23,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",7.65,267006542.4,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MITL,Mitel Networks Corporation,11.15,1350961217.15,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/mitl
MIXT,MiX Telematics Limited,16.9,378141370.1,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mixt
MOBL,"MobileIron, Inc.",4.6,462578833.6,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MODN,"Model N, Inc.",17,501213040,n/a,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/modn
MOMO,Momo Inc.,35.75,5104903017.5,142794490,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MDB,"MongoDB, Inc.",36.26,1833880139.7,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MPWR,"Monolithic Power Systems, Inc.",120.28,5067666067.76,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,23.75,1001105962.5,n/a,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
MOSY,"MoSys, Inc.",1.36,11087839.28,n/a,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MSI,"Motorola Solutions, Inc.",110.15,17810755910.35,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi
MOXC,"Moxian, Inc.",2.8,187620157.2,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
MULE,"MuleSoft, Inc.",44.42,5932831369.3,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mule
MYSZ,"My Size, Inc.",1.22,35558030.94,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
NNDM,Nano Dimension Ltd.,1.37,3232643.78,2359594,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/nndm
NH,"NantHealth, Inc.",3.44,373512547.76,n/a,2016,Technology,EDP Services,https://www.nasdaq.com/symbol/nh
NATI,National Instruments Corporation,39.45,5175983085.15,n/a,1995,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nati
NPTN,NeoPhotonics Corporation,5.32,235780362.44,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/nptn
NETE,"Net Element, Inc.",7.98,30821568.96,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/nete
NTAP,"NetApp, Inc.",67.4,18057990519.2,n/a,1995,Technology,Electronic Components,https://www.nasdaq.com/symbol/ntap
NLST,"Netlist, Inc.",0.1552,13256435.936,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/nlst
NTCT,"NetScout Systems, Inc.",27.6,2408572125.6,n/a,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/ntct
NTWK,NetSol Technologies Inc.,4.45,50709534.45,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntwk
NEWR,"New Relic, Inc.",69.52,3854281956.8,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr
NICE,NICE Ltd,95.3,4011418013.7,42092529,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NOK,Nokia Corporation,5.96,33563779687.64,n/a,1994,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok
NUAN,"Nuance Communications, Inc.",14.78,4340876097.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NTNX,"Nutanix, Inc.",49.59,8148064217.85,n/a,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NVEC,NVE Corporation,84.49,409101424.9,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,226.33,137390561539.14,n/a,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,105.4,36144230916.8,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
OIIM,O2Micro International Limited,1.37,45721684.04,33373492,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
OCLR,"Oclaro, Inc.",8.02,1362853316.7,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oclr
OKTA,"Okta, Inc.",41.74,4368383973.06,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta
OMCL,"Omnicell, Inc.",44.25,1719453003.75,n/a,2001,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/omcl
OMC,Omnicom Group Inc.,73.91,16798973449.08,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/omc
ON,ON Semiconductor Corporation,22.98,9823013679.9,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,1.06,43644840.68,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv
OSS,"One Stop Systems, Inc.",4.36,55691540.04,n/a,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss
OOMA,"Ooma, Inc.",10.75,208550000,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/ooma
OTEX,Open Text Corporation,35.53,9495976684.26,n/a,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
ORCL,Oracle Corporation,45.53,185867710890,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/orcl
OSIS,"OSI Systems, Inc.",63.6,1209636066,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/osis
PFIN,"P & F Industries, Inc.",8.104,29090248.064,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin
PAGS,PagSeguro Digital Ltd.,32.65,10289323285.5,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/pags
PANW,"Palo Alto Networks, Inc.",192.47,17678039029.01,n/a,2012,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/panw
TEUM,Pareteum Corporation,2.78,141931635.1,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/teum
PCYG,"Park City Group, Inc.",8.4,164960661.6,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg
